taxa	flg22	elf18	nlp20	og	chitin
AT1G55560	0.00	0.00	0.00	0.00	0.00
AT2G05600	0.00	0.00	0.00	0.00	0.00
AT1G13605	0.01	0.00	0.00	0.00	0.00
AT1G74220	0.01	0.00	0.00	0.00	0.00
AT1G30670	0.00	0.00	0.00	0.00	0.00
AT3G42155	0.01	0.00	0.00	0.00	0.00
AT2G34985	0.01	0.00	0.00	0.00	0.00
AT2G40380	0.32	0.12	0.00	0.31	0.31
AT5G62830	0.00	0.00	0.00	0.00	0.00
AT3G58400	0.00	0.00	0.00	0.00	0.00
AT5G04430	0.16	0.10	0.07	0.07	0.16
AT4G11940	0.00	0.00	0.00	0.00	0.00
AT2G43945	0.12	-0.07	0.11	0.07	-0.03
AT1G51100	0.24	-0.05	-0.18	-0.04	0.24
AT5G32460	0.03	0.01	0.01	0.00	0.02
AT2G20390	0.24	0.02	0.18	0.18	0.24
AT1G66630	0.00	0.00	0.00	0.00	0.00
AT3G52470	1.36	1.80	0.86	1.36	0.84
AT4G01640	0.01	0.00	0.00	0.00	0.00
AT1G78980	0.01	0.00	0.00	0.00	0.00
AT1G51250	0.00	0.00	0.00	0.00	0.00
AT5G11370	0.01	0.00	0.00	0.01	0.00
AT1G46984	0.00	0.00	0.00	0.00	0.00
AT1G13680	0.13	0.28	0.05	0.06	0.13
AT2G18460	0.02	0.00	0.00	0.01	0.02
AT5G16500	0.01	0.01	0.00	0.00	0.00
AT5G66360	0.43	0.29	0.07	0.43	0.21
AT2G39160	0.00	0.00	0.00	0.00	0.00
AT3G05975	0.00	0.00	0.00	0.00	0.00
AT1G62640	0.10	-0.11	-0.09	-0.09	0.10
AT3G61182	0.01	0.00	0.00	0.00	0.00
AT4G36560	0.01	0.00	0.00	0.00	0.00
AT5G62110	0.01	0.00	0.00	0.00	0.00
AT5G22960	0.00	0.00	0.00	0.00	0.00
AT5G02990	0.00	0.00	0.00	0.00	0.00
AT2G40990	0.01	0.00	0.00	0.00	0.00
AT3G11310	0.00	0.00	0.00	0.00	0.00
AT2G11930	0.01	0.00	0.00	0.00	0.00
AT4G15050	0.01	0.00	0.00	0.00	0.00
AT1G34390	0.01	0.00	0.00	0.00	0.00
AT3G01910	0.07	0.04	0.06	0.06	0.00
AT2G14475	0.04	0.00	0.03	0.01	0.01
AT2G32350	0.00	0.00	0.00	0.00	0.00
AT1G21000	1.13	0.90	1.12	0.72	0.11
AT4G36105	0.20	0.28	-0.34	0.20	-0.36
AT3G59290	1.15	1.04	1.15	0.88	0.20
AT2G22345	0.00	0.00	0.00	0.00	0.00
AT5G35715	0.00	0.00	0.00	0.00	0.00
AT1G62055	0.00	0.00	0.00	0.00	0.00
AT1G34020	0.33	0.35	0.33	0.10	0.23
AT1G67290	0.01	0.01	0.00	0.00	0.00
AT4G27840	0.43	0.51	0.43	0.16	0.02
AT5G36190	0.00	0.00	0.00	0.00	0.00
AT2G13630	0.00	0.00	0.00	0.00	0.00
AT5G18015	0.00	0.00	0.00	0.00	0.00
AT5G40348	0.00	0.00	0.00	0.00	0.00
AT1G74420	0.46	0.42	0.05	0.18	0.46
AT3G49110	2.48	2.33	2.48	1.63	0.92
AT3G07100	0.31	0.31	0.30	0.06	0.10
AT1G01170	0.51	0.40	0.40	0.51	0.10
AT5G44020	-0.10	-0.12	-0.10	-0.31	-0.13
AT3G12380	0.04	0.05	-0.08	0.04	-0.01
AT5G35600	0.01	0.01	0.00	0.00	0.00
AT5G61680	0.00	0.00	0.00	0.00	0.00
AT5G45980	0.00	0.00	0.00	0.00	0.00
AT3G42880	0.00	0.00	0.00	0.00	0.00
AT1G24650	0.00	0.00	0.00	0.00	0.00
AT1G19500	0.00	0.00	0.00	0.00	0.00
AT3G17203	0.00	0.00	0.00	0.00	0.00
AT4G04580	0.00	0.00	0.00	0.00	0.00
AT3G21960	0.00	0.00	0.00	0.00	0.00
AT1G08170	0.01	0.00	0.00	0.00	0.00
AT3G58920	0.01	0.00	0.00	0.00	0.00
AT4G40100	0.00	0.00	0.00	0.00	0.00
AT5G65470	0.18	-0.01	0.08	-0.07	0.18
AT5G60210	0.17	0.10	-0.07	0.13	0.17
AT5G39995	0.02	0.00	0.01	0.01	0.02
AT4G13480	0.01	0.00	0.00	0.00	0.00
AT5G37920	0.00	0.00	0.00	0.00	0.00
AT1G20000	0.00	0.00	0.00	0.00	0.00
AT3G03430	0.01	0.00	0.00	0.00	0.00
AT3G29773	0.00	0.00	0.00	0.00	0.00
AT1G65295	0.06	0.01	-0.01	-0.20	0.06
AT1G33120	0.24	0.13	0.05	0.11	0.24
AT2G01920	0.01	0.00	0.00	0.00	0.00
AT1G22130	0.01	0.00	0.00	0.00	0.00
AT5G62030	0.10	0.28	0.06	0.10	0.02
AT4G08260	0.02	0.02	0.01	0.02	0.00
AT1G03050	0.01	0.00	0.00	0.00	0.00
AT1G35540	0.00	0.00	0.00	0.00	0.00
AT3G62380	0.45	0.12	0.45	0.15	-0.07
AT1G32330	1.07	1.17	1.07	0.92	0.53
AT1G05640	0.97	0.72	0.96	0.84	0.85
AT4G29640	0.01	0.01	0.00	0.00	0.01
AT2G14490	0.00	0.01	0.00	0.00	0.00
AT1G68845	0.01	0.00	0.00	0.00	0.00
AT1G28790	0.01	0.00	0.00	0.00	0.00
AT2G21420	0.00	0.00	0.00	0.00	0.00
AT1G17000	0.01	0.00	0.00	0.00	0.00
AT4G03437	0.02	-0.01	0.02	0.01	0.00
AT4G25140	0.01	0.00	0.01	0.00	0.00
AT1G48150	0.01	0.01	0.00	0.00	0.00
AT5G41200	0.00	0.01	0.00	0.00	0.00
AT5G24690	0.14	-0.09	0.14	-0.07	-0.04
AT4G28652	0.01	0.00	0.00	0.00	0.00
AT1G14518	0.00	0.00	0.00	0.00	0.00
AT4G19360	0.02	0.00	0.01	0.00	0.00
AT3G44460	0.03	0.00	0.01	0.02	0.02
AT3G45810	0.01	0.00	0.00	0.00	0.00
AT3G52970	0.00	0.00	0.00	0.00	0.00
AT2G39270	0.91	0.76	0.91	0.65	0.30
AT4G03438	0.01	0.00	0.01	0.00	0.00
AT4G10440	0.01	0.01	0.00	0.00	0.00
AT5G08055	0.00	0.00	0.00	0.00	0.00
AT5G16460	0.00	0.00	0.00	0.00	0.00
AT2G45090	0.00	0.01	0.00	0.00	0.00
AT3G13594	0.01	0.01	0.00	0.00	0.00
AT3G23320	0.01	0.00	0.00	0.00	0.00
AT5G27771	0.01	0.00	0.00	0.00	0.00
AT2G20170	0.01	0.00	0.00	0.00	0.00
AT1G26976	0.01	0.00	0.00	0.00	0.00
AT2G25312	0.01	0.00	0.00	0.00	0.00
AT2G01170	0.18	0.19	0.18	0.07	-0.20
AT1G49435	0.00	0.00	0.00	0.00	0.00
AT4G17780	0.01	0.00	0.00	0.01	0.00
AT4G05612	0.01	0.00	0.00	0.00	0.01
AT4G14415	0.01	0.00	0.00	0.00	0.00
AT1G63590	0.01	0.00	0.00	0.00	0.00
AT5G35917	0.01	0.00	0.00	0.00	0.00
AT4G00280	0.00	0.01	0.00	0.00	0.00
AT5G36228	0.01	0.00	0.00	0.00	0.00
AT1G24706	0.14	-0.07	0.14	-0.01	-0.04
AT5G27580	0.00	0.00	0.00	0.00	0.00
AT1G09720	0.00	0.00	0.00	0.00	0.00
AT1G32180	0.01	0.00	0.00	0.00	0.00
AT3G53300	0.01	0.00	0.00	0.00	0.00
AT3G45443	0.20	0.06	0.15	0.12	0.20
AT1G43171	0.00	0.00	0.00	0.00	0.00
AT1G08140	0.00	0.00	0.00	0.00	0.00
AT5G39750	0.05	0.00	0.02	-0.02	0.05
AT3G13390	0.00	0.00	0.00	0.00	0.00
AT2G03580	0.00	0.00	0.00	0.00	0.00
AT3G23167	0.01	0.00	0.01	0.00	0.00
AT5G09780	0.01	0.00	0.00	0.00	0.00
AT4G09590	0.09	0.02	0.09	0.01	0.01
AT1G23320	0.01	0.00	0.01	0.00	0.00
AT5G53390	0.01	0.00	0.00	0.00	0.00
AT5G11220	0.01	0.00	0.01	0.01	0.00
AT3G42550	0.00	0.00	0.00	0.00	0.00
AT3G58480	0.64	0.03	-0.05	0.63	0.25
AT1G03982	0.01	0.00	0.00	0.00	0.00
AT3G02100	0.00	0.00	0.00	0.00	0.00
AT4G14260	0.00	0.00	0.00	0.00	0.00
AT2G33090	0.01	0.00	0.00	0.00	0.00
AT5G41250	0.01	0.00	0.00	0.00	0.00
AT4G12731	0.00	0.00	0.00	0.00	0.00
AT1G30710	0.00	0.00	0.00	0.00	0.00
AT1G29870	0.01	0.00	0.00	0.00	0.00
AT3G22072	0.01	0.00	0.00	0.00	0.00
AT3G50090	0.00	0.00	0.00	0.00	0.00
AT1G53023	0.01	0.00	0.00	0.00	0.00
AT5G53510	0.00	0.00	0.00	0.00	0.00
AT5G20560	0.01	0.00	0.00	0.00	0.00
AT4G27110	0.00	0.00	0.00	0.00	0.00
AT2G17170	0.01	0.00	0.00	0.00	0.00
AT5G15060	0.01	0.00	0.00	0.00	0.00
AT1G50220	0.00	0.00	0.00	0.00	0.00
AT1G72110	0.01	0.00	0.00	0.00	0.00
AT1G52940	0.01	0.00	0.00	0.00	0.00
AT4G21240	0.00	0.00	0.00	0.00	0.00
AT5G37060	0.00	0.00	0.00	0.00	0.00
AT4G32170	0.00	0.00	0.00	0.00	0.00
AT1G59800	0.00	0.00	0.00	0.00	0.00
AT5G54000	0.00	0.00	0.00	0.00	0.00
AT1G49190	0.00	0.00	0.00	0.00	0.00
AT1G19090	0.00	0.00	0.00	0.00	0.00
AT1G42525	0.00	0.00	0.00	0.00	0.00
AT1G47450	0.00	0.00	0.00	0.00	0.00
AT1G17910	0.00	0.00	0.00	0.00	0.00
AT3G50373	0.00	0.00	0.00	0.00	0.00
AT2G18130	0.00	0.00	0.00	0.00	0.00
AT5G25330	0.00	0.00	0.00	0.00	0.00
AT1G35150	0.00	0.00	0.00	0.00	0.00
AT5G33405	0.00	0.00	0.00	0.00	0.00
AT2G11010	0.00	0.00	0.00	0.00	0.00
AT1G01280	0.00	0.00	0.00	0.00	0.00
AT5G61720	0.00	0.00	0.00	0.00	0.00
AT1G08320	0.42	-0.05	0.25	0.41	-0.25
AT2G34870	0.00	0.00	0.00	0.00	0.00
AT5G14290	0.00	0.00	0.00	0.00	0.00
AT3G52980	0.00	0.00	0.00	0.00	0.00
AT3G29070	0.00	0.00	0.00	0.00	0.00
AT5G23650	0.00	0.00	0.00	0.00	0.00
AT2G36550	0.00	0.00	0.00	0.00	0.00
AT5G22600	0.00	0.00	0.00	0.00	0.00
AT2G23580	0.01	0.01	0.00	0.00	0.00
AT1G51172	0.00	0.00	0.00	0.00	0.00
AT5G29040	0.00	0.00	0.00	0.00	0.00
AT3G30281	0.00	0.00	0.00	0.00	0.00
AT1G48145	0.00	0.00	0.00	0.00	0.00
AT3G43310	0.00	0.00	0.00	0.00	0.00
AT3G46050	0.00	0.00	0.00	0.00	0.00
AT4G26350	0.00	0.00	0.00	0.00	0.00
AT5G33393	0.00	0.00	0.00	0.00	0.00
AT5G60090	0.00	0.00	0.00	0.00	0.00
AT3G44757	0.00	0.00	0.00	0.00	0.00
AT3G62907	0.00	0.00	0.00	0.00	0.00
AT3G47140	0.00	0.00	0.00	0.00	0.00
AT1G19460	0.01	0.00	0.00	0.00	0.00
AT3G43990	0.00	0.00	0.00	0.00	0.00
AT4G09120	0.00	0.00	0.00	0.00	0.00
AT3G61720	0.00	0.00	0.00	0.00	0.00
AT5G39620	0.00	0.00	0.00	0.00	0.00
AT4G21080	0.01	0.00	0.00	0.00	0.00
AT3G30540	0.01	0.00	0.00	0.00	0.00
AT4G28090	0.01	0.00	0.00	0.00	0.00
AT1G76830	0.00	0.00	0.00	0.00	0.00
AT4G26730	0.06	0.02	0.05	0.06	0.02
AT2G16300	0.00	0.00	0.00	0.00	0.00
AT5G52490	0.00	0.00	0.00	0.00	0.00
AT2G28090	0.00	0.00	0.00	0.00	0.00
AT3G13530	0.15	0.08	0.14	-0.16	-0.06
AT1G20610	0.30	0.11	0.30	0.24	-0.09
AT1G54420	0.00	0.00	0.00	0.00	0.00
AT2G16290	0.00	0.00	0.00	0.00	0.00
AT4G39753	0.01	0.00	0.00	0.00	0.00
AT1G15840	0.01	0.00	0.00	0.00	0.00
AT1G05085	0.00	0.00	0.00	0.00	0.00
AT4G21950	0.01	0.00	0.00	0.00	0.00
AT5G56110	0.01	0.00	0.00	0.00	0.00
AT2G29920	0.00	0.00	0.00	0.00	0.00
AT3G45500	0.01	0.00	0.00	0.00	0.00
AT5G26286	0.00	0.00	0.00	0.00	0.00
AT2G36180	0.02	0.01	0.00	0.01	0.01
AT1G61105	0.01	0.00	0.00	0.00	0.00
AT4G38030	0.01	0.00	0.00	0.00	0.00
AT2G13920	0.01	0.00	0.00	0.00	0.00
AT2G18080	0.01	0.00	0.00	0.00	0.00
AT2G22680	0.36	0.36	0.35	0.32	0.21
AT5G03400	0.01	0.00	0.00	0.00	0.00
AT3G56420	0.01	0.00	0.01	0.00	0.00
AT1G11110	0.01	0.00	0.00	0.00	0.00
AT5G53640	0.01	0.00	0.00	0.00	0.00
AT2G44304	0.01	0.01	0.00	0.00	0.00
AT1G51405	0.23	0.10	0.23	0.07	0.16
AT5G25430	0.01	0.00	0.00	0.00	0.00
AT1G28700	0.01	0.00	0.00	0.00	0.00
AT5G25860	0.00	0.00	0.00	0.00	0.00
AT1G23201	0.01	0.00	0.00	0.00	0.00
AT5G10120	0.01	0.00	0.00	0.00	0.00
AT5G46200	0.01	0.00	0.00	0.00	0.00
AT5G43610	0.01	0.00	0.00	0.00	0.00
AT4G35670	0.01	0.00	0.00	0.00	0.00
AT4G39490	0.01	0.00	0.00	0.00	0.00
AT1G10522	0.28	0.01	0.04	0.14	0.28
AT3G21990	0.01	0.00	0.00	0.00	0.00
AT5G51000	0.01	0.00	0.00	0.00	0.00
AT5G03480	0.01	0.00	0.00	0.00	0.00
AT3G53290	0.01	0.00	0.00	0.00	0.00
AT4G10210	0.01	0.00	0.00	0.00	0.00
AT5G38390	0.01	0.00	0.00	0.00	0.00
AT5G43110	0.01	0.00	0.00	0.00	0.00
AT4G31380	0.01	0.00	0.00	0.00	0.00
AT3G53550	0.01	0.00	0.00	0.00	0.00
AT4G23110	0.01	0.00	0.00	0.00	0.00
AT1G14770	0.12	0.13	-0.13	-0.08	0.12
AT4G25930	0.01	0.00	0.00	0.00	0.00
AT4G30330	0.36	0.32	0.27	0.36	0.26
AT2G13660	0.01	0.00	0.00	0.00	0.00
AT3G01085	0.01	0.00	0.00	0.00	0.00
AT1G33370	0.03	0.02	0.00	0.02	0.00
AT5G38760	0.01	0.00	0.00	0.00	0.00
AT5G67190	0.30	0.39	0.00	0.29	-0.05
AT3G06340	0.16	0.27	0.16	-0.10	-0.02
AT4G11100	0.24	-0.06	0.24	0.06	0.06
AT3G26812	0.07	0.04	0.03	0.07	0.01
AT5G42480	0.08	-0.12	0.08	-0.12	-0.02
AT4G24950	0.01	0.00	0.00	0.00	0.00
AT4G35731	0.01	0.00	0.00	0.00	0.00
AT5G34560	0.01	0.00	0.00	0.00	0.00
AT1G67310	1.38	1.28	1.33	1.37	1.00
AT5G23960	0.01	0.00	0.00	0.00	0.00
AT1G47940	0.01	0.00	0.00	0.00	0.00
AT5G50190	0.01	0.00	0.00	0.00	0.00
AT3G29340	0.01	0.00	0.00	0.00	0.00
AT3G21880	0.01	0.00	0.00	0.00	0.00
AT1G33607	0.01	0.00	0.00	0.00	0.00
AT3G61947	0.01	0.00	0.00	0.00	0.00
AT2G20463	0.01	0.00	0.00	0.00	0.00
AT4G05040	0.18	0.03	-0.10	0.17	0.16
AT1G66795	0.04	0.05	0.03	0.04	0.01
AT2G26692	0.26	0.23	0.26	0.07	0.01
AT3G11870	0.01	0.00	0.00	0.00	0.00
AT5G52500	0.01	0.00	0.00	0.00	0.00
AT2G34315	0.01	0.00	0.00	0.00	0.00
AT5G64855	0.07	0.03	0.03	0.07	0.00
AT4G31630	0.01	0.00	0.00	0.00	0.00
AT2G30290	0.01	0.00	0.00	0.00	0.00
AT3G01880	0.01	0.00	0.00	0.00	0.00
AT4G20710	0.01	0.01	0.00	0.00	0.01
AT1G72260	0.02	0.00	0.00	0.02	0.00
AT4G31210	0.16	0.00	0.01	-0.02	0.15
AT3G47130	0.66	0.57	0.58	0.66	-0.22
AT1G23570	0.01	0.01	0.00	0.00	0.00
AT5G56490	0.30	0.37	-0.14	0.12	0.30
AT1G72980	0.01	0.00	0.00	0.00	0.00
AT3G13180	0.27	-0.01	0.07	0.08	0.27
AT5G27460	0.42	0.12	0.42	-0.20	-0.04
AT5G39870	0.00	0.00	0.00	0.00	0.00
AT1G70280	0.03	0.08	0.03	-0.07	-0.03
AT1G74320	0.11	-0.06	0.06	0.09	0.11
AT2G18320	0.00	0.01	0.00	0.00	0.00
AT1G56100	0.01	0.00	0.00	0.00	0.00
AT1G18230	0.01	0.00	0.00	0.00	0.01
AT1G78922	0.01	0.02	0.01	0.01	0.01
AT2G25420	0.39	0.38	0.16	0.38	0.25
AT1G21870	0.02	0.00	0.00	0.02	0.00
AT5G18960	0.15	0.17	0.14	-0.22	-0.01
AT3G16555	0.01	0.00	0.00	0.00	0.00
AT4G17740	0.23	0.12	0.13	0.23	0.05
AT3G16300	0.67	0.95	0.36	0.66	-0.10
AT5G35915	0.02	0.02	0.02	0.00	-0.01
AT5G40155	0.01	0.00	0.00	0.00	0.01
AT3G62770	1.00	0.67	1.00	0.37	0.15
AT4G18080	0.01	0.00	0.00	0.00	0.00
AT5G65880	0.29	0.31	0.23	0.28	0.21
AT2G36145	0.18	0.09	0.01	0.06	0.18
AT5G07620	0.48	0.54	0.47	-0.06	0.28
AT2G31620	0.01	0.00	0.00	0.00	0.00
AT3G15960	0.10	0.12	0.04	0.03	0.09
AT5G25400	0.01	0.00	0.00	0.00	0.00
AT3G52170	0.29	0.11	-0.06	0.07	0.28
AT2G35480	0.46	0.57	0.42	0.46	0.35
AT1G68630	0.01	0.00	0.01	0.00	0.00
AT4G14160	0.24	0.25	0.23	-0.09	0.08
AT3G30778	0.02	0.01	0.01	0.00	-0.01
AT5G66310	1.53	1.86	1.34	1.32	1.52
AT1G73050	0.01	0.01	0.01	0.00	0.01
AT2G15360	0.02	0.01	0.01	0.01	0.00
AT1G05330	0.02	0.01	0.01	0.01	0.01
AT4G27920	0.01	0.00	0.00	0.00	0.00
AT5G40545	0.01	0.00	0.00	0.00	0.00
AT2G20440	0.12	0.06	0.11	0.03	0.11
AT4G16748	0.01	0.00	0.00	0.00	0.00
AT1G19120	0.27	0.41	0.23	0.27	0.25
AT3G05900	0.07	0.15	0.06	-0.03	-0.16
AT3G27027	0.66	0.07	0.65	0.47	0.30
AT4G19340	0.01	0.00	0.00	0.00	0.00
AT1G28630	0.01	0.00	0.00	0.00	0.00
AT3G57080	0.21	0.18	0.21	0.02	0.01
AT3G25100	0.22	-0.16	-0.11	0.21	0.21
AT3G02970	0.01	0.00	0.00	0.00	0.00
AT3G09620	0.01	0.01	0.00	0.00	0.00
AT3G20900	0.01	0.00	0.00	0.00	0.00
AT5G27260	0.01	0.00	0.00	0.00	0.00
AT4G19260	0.01	0.00	0.00	0.00	0.00
AT4G17200	0.01	0.00	0.00	0.00	0.00
AT2G20160	0.02	0.00	0.01	0.00	0.00
AT2G26620	0.01	0.01	0.00	0.00	-0.03
AT3G11060	0.01	0.00	0.00	0.00	0.00
AT4G36650	1.26	1.28	0.85	1.26	0.59
AT3G20365	0.56	0.01	0.56	0.44	0.41
AT4G24973	0.01	0.00	0.01	0.00	0.00
AT5G60740	0.01	0.00	0.00	0.00	0.00
AT1G22015	0.01	0.00	0.00	0.00	0.00
AT1G01010	1.76	2.67	1.28	1.76	0.97
AT1G67610	0.47	0.80	0.46	-0.16	-0.03
AT1G27240	0.01	0.00	0.00	0.00	0.00
AT4G16560	0.01	0.00	0.00	0.00	0.00
AT3G22190	0.19	0.06	0.14	0.18	0.06
AT5G50360	0.01	0.00	0.00	0.00	0.00
AT2G37910	0.01	0.00	0.00	0.00	0.00
AT2G28330	0.32	0.51	0.18	0.32	0.11
AT3G17970	0.17	-0.07	0.01	0.01	0.17
AT3G13220	0.01	0.00	0.00	0.00	0.00
AT2G34280	0.01	0.00	0.00	0.00	0.00
AT2G43261	0.01	0.00	0.00	0.00	0.00
AT5G48270	0.01	0.00	0.00	0.00	0.00
AT4G03350	0.01	0.00	0.00	0.00	0.00
AT5G65370	0.01	0.00	0.00	0.00	0.00
AT5G56325	0.01	0.00	0.00	0.00	0.00
AT4G27420	0.01	0.00	0.00	0.00	0.00
AT3G14820	0.01	0.00	0.00	0.00	0.00
AT3G28410	0.01	0.00	0.00	0.00	0.00
AT3G04943	0.01	0.00	0.00	0.00	0.00
AT1G18790	0.01	0.00	0.00	0.00	0.00
AT4G30590	0.01	0.00	0.00	0.00	0.00
AT5G17730	0.01	0.00	0.00	0.00	0.00
AT5G42260	0.01	0.00	0.00	0.00	0.00
AT1G69820	0.01	0.00	0.00	0.00	0.00
AT5G50510	0.01	0.00	0.00	0.00	0.00
AT5G50620	0.01	0.00	0.00	0.00	0.00
AT4G16080	0.01	0.00	0.00	0.00	0.00
AT1G28695	0.01	0.00	0.00	0.00	0.00
AT4G05490	0.01	0.00	0.00	0.00	0.00
AT3G03080	0.01	0.00	0.00	0.00	0.00
AT2G02515	0.01	0.00	0.00	0.00	0.00
AT1G50460	0.29	0.22	0.28	0.12	-0.05
AT3G05540	0.01	0.00	0.00	0.00	0.00
AT2G14670	0.01	0.00	0.00	0.00	0.00
AT1G31140	0.03	0.02	0.02	0.00	0.02
AT5G41450	0.01	0.00	0.00	0.00	0.00
AT4G33230	0.01	0.00	0.00	0.00	0.00
AT3G60180	0.24	0.16	0.02	0.23	-0.03
AT1G35740	0.01	0.00	0.00	0.00	0.00
AT4G23360	0.01	0.00	0.00	0.00	0.00
AT3G02810	0.01	0.01	0.00	0.00	0.00
AT2G40205	0.47	0.54	0.27	0.47	0.19
AT1G20240	0.01	0.00	0.00	0.00	0.00
AT1G54630	0.37	0.34	0.37	0.25	0.23
AT4G33560	0.16	0.23	0.15	0.10	0.05
AT2G23000	0.17	0.03	0.02	0.05	0.17
AT5G20360	0.23	-0.03	0.17	0.19	0.22
AT2G35280	0.01	0.00	0.00	0.00	0.00
AT2G18530	0.01	-0.01	0.00	0.01	-0.02
AT5G49420	0.01	0.01	0.01	0.00	0.01
AT2G37195	0.32	0.42	0.20	0.21	0.32
AT5G07170	0.01	0.00	0.00	0.00	0.00
AT5G17710	0.30	0.13	0.08	0.17	0.30
AT5G17880	0.90	0.99	0.90	0.61	0.32
AT5G38800	0.07	0.05	0.03	0.06	0.04
AT4G35000	0.01	0.05	-0.04	-0.04	0.01
AT1G33770	0.68	0.58	0.67	0.47	0.01
AT1G47980	0.01	0.00	0.00	0.00	0.00
AT5G01150	0.01	0.00	0.00	0.00	0.00
AT3G57300	0.14	0.03	0.14	0.02	-0.01
AT2G05420	0.01	0.00	0.00	0.00	0.00
AT1G48940	0.06	0.03	0.06	0.03	0.03
AT2G18090	1.30	1.43	0.84	1.30	0.51
AT2G43740	0.01	0.00	0.00	0.00	0.01
AT1G68750	0.01	0.00	0.00	0.00	0.00
AT3G23040	0.01	0.01	0.01	0.01	0.01
AT3G09980	0.11	0.00	0.10	0.05	0.07
AT5G53900	0.15	0.05	0.15	0.15	-0.02
AT1G48030	0.06	0.00	0.05	0.03	0.03
AT4G30990	0.09	-0.19	-0.06	-0.14	0.08
AT1G69350	0.44	0.51	0.13	0.43	0.38
AT4G14530	0.01	0.00	0.00	0.00	0.00
AT4G25920	0.01	0.00	0.00	0.00	0.00
AT1G27461	0.01	0.00	0.00	0.00	0.00
AT5G41760	0.24	0.10	0.05	0.23	0.22
AT5G62575	0.50	0.40	0.17	0.49	0.19
AT1G71490	0.29	0.24	0.28	0.04	0.28
AT5G14490	0.14	0.31	-0.04	0.14	0.11
AT5G07572	0.09	0.08	-0.29	-0.31	0.09
AT4G16710	0.21	0.14	0.21	0.20	0.03
AT5G37072	0.32	0.30	0.32	0.23	0.11
AT1G03670	0.02	0.01	0.01	0.01	0.01
AT4G37190	-0.01	0.08	-0.02	-0.12	-0.21
AT2G33690	0.01	0.00	0.00	0.00	0.00
AT2G04039	0.18	0.09	0.01	0.12	0.18
AT3G24490	0.03	-0.01	0.00	-0.02	0.02
AT3G09270	0.96	0.63	0.93	0.96	0.35
AT5G45030	0.64	0.70	0.60	0.63	0.62
AT5G52520	0.18	-0.04	0.04	0.01	0.17
AT3G49030	0.01	0.00	0.00	0.00	0.00
AT5G05070	0.01	0.01	0.00	0.00	0.00
AT2G04750	0.01	0.00	0.00	0.00	0.00
AT2G16450	0.05	-0.01	-0.01	0.05	0.02
AT1G25211	0.43	0.58	0.43	0.23	0.18
AT3G51120	0.43	0.19	0.42	0.08	-0.13
AT5G51880	0.20	0.04	0.14	0.20	0.10
AT2G34450	0.33	0.22	0.05	0.30	0.33
AT3G06650	0.54	0.19	0.54	-0.03	-0.08
AT5G42270	0.07	-0.11	0.06	-0.02	-0.06
AT3G24790	0.01	0.01	0.00	0.00	0.00
AT4G21130	0.01	0.00	0.00	0.00	0.00
AT5G24590	3.03	2.75	2.53	3.03	1.70
AT3G47420	0.86	0.96	0.85	0.43	0.14
AT5G23300	0.11	-0.13	-0.14	0.01	0.10
AT1G67180	0.29	-0.01	0.28	0.20	0.24
AT5G55330	0.03	0.04	-0.04	0.02	0.02
AT1G31240	0.29	0.16	0.28	0.26	0.16
AT1G19340	0.60	0.26	0.60	0.41	0.35
AT1G72560	0.00	0.02	-0.05	-0.09	0.00
AT4G33380	0.11	0.12	0.03	-0.08	0.10
AT2G30140	2.82	2.42	2.81	2.14	1.23
AT1G03790	0.02	0.04	-0.02	-0.01	0.01
AT1G61110	0.01	0.00	0.00	0.00	0.00
AT2G28310	0.18	0.25	0.11	0.05	0.18
AT5G20370	0.01	0.00	0.00	0.00	0.00
AT1G71160	0.01	0.00	0.00	0.00	0.00
AT1G18510	0.01	0.00	0.00	0.00	0.00
AT1G56530	0.01	0.00	0.00	0.00	0.00
AT2G20625	0.01	0.00	0.00	0.00	0.00
AT5G35780	0.01	0.01	0.00	0.00	0.00
AT1G47580	0.21	0.09	0.13	0.18	0.21
AT3G10430	0.01	0.02	0.01	0.00	0.00
AT2G45270	0.12	-0.09	0.00	0.11	0.11
AT5G64460	0.45	0.30	0.25	0.45	0.13
AT3G51915	0.01	0.01	0.00	0.01	0.00
AT4G02235	0.01	0.00	0.00	0.00	0.00
AT4G21860	0.23	0.05	0.07	0.23	0.04
AT5G29030	0.01	0.01	0.00	0.00	0.00
AT3G62170	0.01	0.00	0.00	0.00	0.00
AT3G45410	0.35	0.31	0.35	-0.11	0.07
AT4G16270	0.54	0.19	0.54	-0.14	-0.17
AT5G45690	0.01	0.00	0.00	0.00	0.00
AT1G68210	0.01	0.00	0.00	0.00	0.00
AT5G12460	0.01	0.00	0.00	0.00	0.00
AT1G23145	0.01	0.00	0.00	0.00	0.00
AT5G19473	0.01	0.00	0.00	0.00	0.00
AT1G59550	0.01	0.00	0.00	0.00	0.00
AT5G22470	0.01	0.00	0.00	0.00	0.00
AT1G64355	0.13	-0.07	-0.03	0.07	0.12
AT3G01331	0.01	0.00	0.00	0.00	0.00
AT1G44191	0.01	0.00	0.00	0.00	0.00
AT5G04400	0.01	0.01	0.00	0.00	0.00
AT5G65950	0.25	0.19	0.25	0.19	0.01
AT5G66450	0.26	0.06	-0.17	0.01	0.25
AT4G13095	0.01	0.00	0.00	0.00	0.00
AT2G15080	1.10	1.09	1.09	0.81	0.22
AT4G13215	0.01	0.01	0.00	0.00	0.00
